game_id,round_in_game,round_overall,move_a,move_b,move_a_name,move_b_name,outcome
25,3,162,x,x,Scissors,Scissors,Tie
25,4,163,s,x,Rock,Scissors,A_win
25,5,164,p,s,Paper,Rock,A_win
26,1,165,x,x,Scissors,Scissors,Tie
26,2,166,s,x,Rock,Scissors,A_win
26,3,167,p,p,Paper,Paper,Tie
26,4,168,s,p,Rock,Paper,B_win
26,5,169,x,p,Scissors,Paper,A_win
26,6,170,p,p,Paper,Paper,Tie
26,7,171,p,x,Paper,Scissors,B_win
26,8,172,x,p,Scissors,Paper,A_win
27,1,173,x,x,Scissors,Scissors,Tie
27,2,174,p,s,Paper,Rock,A_win
27,3,175,s,x,Rock,Scissors,A_win
27,4,176,x,s,Scissors,Rock,B_win
27,5,177,s,p,Rock,Paper,B_win
27,6,178,x,x,Scissors,Scissors,Tie
27,7,179,p,s,Paper,Rock,A_win
28,1,180,p,s,Paper,Rock,A_win
28,2,181,x,x,Scissors,Scissors,Tie
28,3,182,p,x,Paper,Scissors,B_win
28,4,183,s,s,Rock,Rock,Tie
28,5,184,x,s,Scissors,Rock,B_win
28,6,185,p,x,Paper,Scissors,B_win
29,1,186,p,x,Paper,Scissors,B_win
29,2,187,x,x,Scissors,Scissors,Tie
29,3,188,s,x,Rock,Scissors,A_win
29,4,189,s,s,Rock,Rock,Tie
29,5,190,s,s,Rock,Rock,Tie
29,6,191,x,x,Scissors,Scissors,Tie
29,7,192,s,s,Rock,Rock,Tie
29,8,193,x,x,Scissors,Scissors,Tie
29,9,194,s,s,Rock,Rock,Tie
29,10,195,p,x,Paper,Scissors,B_win
29,11,196,p,x,Paper,Scissors,B_win
30,1,197,x,s,Scissors,Rock,B_win
30,2,198,p,p,Paper,Paper,Tie
30,3,199,x,s,Scissors,Rock,B_win
30,4,200,p,p,Paper,Paper,Tie
30,5,201,x,s,Scissors,Rock,B_win
31,1,202,s,x,Rock,Scissors,A_win
31,2,203,p,p,Paper,Paper,Tie
31,3,204,p,s,Paper,Rock,A_win
31,4,205,s,x,Rock,Scissors,A_win
32,1,206,p,p,Paper,Paper,Tie
32,2,207,x,p,Scissors,Paper,A_win
32,3,208,x,x,Scissors,Scissors,Tie
32,4,209,x,x,Scissors,Scissors,Tie
32,5,210,x,x,Scissors,Scissors,Tie
32,6,211,p,s,Paper,Rock,A_win
32,7,212,x,s,Scissors,Rock,B_win
32,8,213,p,x,Paper,Scissors,B_win
32,9,214,x,x,Scissors,Scissors,Tie
32,10,215,s,p,Rock,Paper,B_win
33,1,216,p,x,Paper,Scissors,B_win
33,2,217,x,s,Scissors,Rock,B_win
33,3,218,p,s,Paper,Rock,A_win
33,4,219,p,x,Paper,Scissors,B_win
34,1,220,s,x,Rock,Scissors,A_win
34,2,221,s,x,Rock,Scissors,A_win
34,3,222,p,p,Paper,Paper,Tie
34,4,223,x,x,Scissors,Scissors,Tie
34,5,224,s,s,Rock,Rock,Tie
34,6,225,x,x,Scissors,Scissors,Tie
34,7,226,s,s,Rock,Rock,Tie
34,8,227,x,p,Scissors,Paper,A_win
35,1,228,p,s,Paper,Rock,A_win
35,2,229,s,x,Rock,Scissors,A_win
35,3,230,s,s,Rock,Rock,Tie
35,4,231,s,x,Rock,Scissors,A_win
36,1,232,x,p,Scissors,Paper,A_win
36,2,233,x,s,Scissors,Rock,B_win
36,3,234,p,s,Paper,Rock,A_win
36,4,235,s,x,Rock,Scissors,A_win
37,1,236,s,p,Rock,Paper,B_win
37,2,237,s,x,Rock,Scissors,A_win
37,3,238,p,p,Paper,Paper,Tie
37,4,239,x,x,Scissors,Scissors,Tie
37,5,240,x,p,Scissors,Paper,A_win
37,6,241,s,p,Rock,Paper,B_win
37,7,242,s,p,Rock,Paper,B_win
38,1,243,x,s,Scissors,Rock,B_win
38,2,244,s,s,Rock,Rock,Tie
38,3,245,p,p,Paper,Paper,Tie
38,4,246,x,s,Scissors,Rock,B_win
38,5,247,x,s,Scissors,Rock,B_win
39,1,248,s,s,Rock,Rock,Tie
39,2,249,p,p,Paper,Paper,Tie
39,3,250,s,s,Rock,Rock,Tie
39,4,251,x,x,Scissors,Scissors,Tie
39,5,252,x,s,Scissors,Rock,B_win
39,6,253,s,x,Rock,Scissors,A_win
39,7,254,s,s,Rock,Rock,Tie
39,8,255,p,x,Paper,Scissors,B_win
39,9,256,x,s,Scissors,Rock,B_win
40,1,257,x,s,Scissors,Rock,B_win
40,2,258,x,p,Scissors,Paper,A_win
40,3,259,s,p,Rock,Paper,B_win
40,4,260,x,x,Scissors,Scissors,Tie
40,5,261,s,s,Rock,Rock,Tie
40,6,262,x,x,Scissors,Scissors,Tie
40,7,263,p,s,Paper,Rock,A_win
40,8,264,x,p,Scissors,Paper,A_win
41,1,265,x,p,Scissors,Paper,A_win
41,2,266,s,s,Rock,Rock,Tie
41,3,267,s,p,Rock,Paper,B_win
41,4,268,s,x,Rock,Scissors,A_win
41,5,269,x,s,Scissors,Rock,B_win
41,6,270,x,s,Scissors,Rock,B_win
42,1,271,x,x,Scissors,Scissors,Tie
42,2,272,s,x,Rock,Scissors,A_win
42,3,273,x,p,Scissors,Paper,A_win
42,4,274,s,x,Rock,Scissors,A_win
43,1,275,x,x,Scissors,Scissors,Tie
43,2,276,x,p,Scissors,Paper,A_win
43,3,277,p,x,Paper,Scissors,B_win
43,4,278,s,p,Rock,Paper,B_win
43,5,279,x,x,Scissors,Scissors,Tie
43,6,280,x,s,Scissors,Rock,B_win
44,1,281,x,p,Scissors,Paper,A_win
44,2,282,x,p,Scissors,Paper,A_win
44,3,283,s,x,Rock,Scissors,A_win
45,1,284,s,s,Rock,Rock,Tie
45,2,285,p,p,Paper,Paper,Tie
45,3,286,s,p,Rock,Paper,B_win
45,4,287,x,s,Scissors,Rock,B_win
45,5,288,s,p,Rock,Paper,B_win
46,1,289,s,x,Rock,Scissors,A_win
46,2,290,x,x,Scissors,Scissors,Tie
46,3,291,p,p,Paper,Paper,Tie
46,4,292,s,s,Rock,Rock,Tie
46,5,293,x,x,Scissors,Scissors,Tie
46,6,294,s,s,Rock,Rock,Tie
46,7,295,x,x,Scissors,Scissors,Tie
46,8,296,p,p,Paper,Paper,Tie
46,9,297,x,s,Scissors,Rock,B_win
46,10,298,p,p,Paper,Paper,Tie
46,11,299,x,s,Scissors,Rock,B_win
46,12,300,s,s,Rock,Rock,Tie
46,13,301,p,s,Paper,Rock,A_win
47,1,302,x,x,Scissors,Scissors,Tie
47,2,303,s,s,Rock,Rock,Tie
47,3,304,x,s,Scissors,Rock,B_win
47,4,305,p,s,Paper,Rock,A_win
47,5,306,x,x,Scissors,Scissors,Tie
47,6,307,p,s,Paper,Rock,A_win
47,7,308,x,s,Scissors,Rock,B_win
47,8,309,p,x,Paper,Scissors,B_win
48,1,310,x,x,Scissors,Scissors,Tie
48,2,311,s,s,Rock,Rock,Tie
48,3,312,x,s,Scissors,Rock,B_win
48,4,313,p,s,Paper,Rock,A_win
48,5,314,x,x,Scissors,Scissors,Tie
48,6,315,p,s,Paper,Rock,A_win
48,7,316,x,s,Scissors,Rock,B_win
48,8,317,p,x,Paper,Scissors,B_win
49,1,318,s,p,Rock,Paper,B_win
49,2,319,x,p,Scissors,Paper,A_win
49,3,320,p,s,Paper,Rock,A_win
49,4,321,x,x,Scissors,Scissors,Tie
49,5,322,p,s,Paper,Rock,A_win
50,1,323,s,x,Rock,Scissors,A_win
50,2,324,p,p,Paper,Paper,Tie
50,3,325,p,p,Paper,Paper,Tie
50,4,326,x,p,Scissors,Paper,A_win
50,5,327,x,x,Scissors,Scissors,Tie
50,6,328,s,s,Rock,Rock,Tie
50,7,329,s,s,Rock,Rock,Tie
50,8,330,p,p,Paper,Paper,Tie
50,9,331,x,s,Scissors,Rock,B_win
50,10,332,x,p,Scissors,Paper,A_win
51,1,333,x,s,Scissors,Rock,B_win
51,2,334,x,p,Scissors,Paper,A_win
51,3,335,p,s,Paper,Rock,A_win
51,4,336,s,x,Rock,Scissors,A_win
52,1,337,s,p,Rock,Paper,B_win
52,2,338,s,p,Rock,Paper,B_win
52,3,339,s,x,Rock,Scissors,A_win
52,4,340,s,p,Rock,Paper,B_win
53,1,341,p,x,Paper,Scissors,B_win
53,2,342,s,s,Rock,Rock,Tie
53,3,343,s,p,Rock,Paper,B_win
53,4,344,x,p,Scissors,Paper,A_win
53,5,345,p,x,Paper,Scissors,B_win
54,1,346,x,x,Scissors,Scissors,Tie
54,2,347,s,s,Rock,Rock,Tie
54,3,348,x,x,Scissors,Scissors,Tie
54,4,349,x,s,Scissors,Rock,B_win
54,5,350,x,x,Scissors,Scissors,Tie
54,6,351,x,p,Scissors,Paper,A_win
54,7,352,s,s,Rock,Rock,Tie
54,8,353,x,p,Scissors,Paper,A_win
54,9,354,p,x,Paper,Scissors,B_win
54,10,355,x,x,Scissors,Scissors,Tie
54,11,356,s,p,Rock,Paper,B_win
55,1,357,s,s,Rock,Rock,Tie
55,2,358,x,p,Scissors,Paper,A_win
55,3,359,x,s,Scissors,Rock,B_win
55,4,360,x,p,Scissors,Paper,A_win
55,5,361,x,x,Scissors,Scissors,Tie
55,6,362,x,x,Scissors,Scissors,Tie
55,7,363,s,x,Rock,Scissors,A_win
56,1,364,x,x,Scissors,Scissors,Tie
56,2,365,s,s,Rock,Rock,Tie
56,3,366,x,x,Scissors,Scissors,Tie
56,4,367,p,p,Paper,Paper,Tie
56,5,368,x,x,Scissors,Scissors,Tie
56,6,369,x,s,Scissors,Rock,B_win
56,7,370,s,x,Rock,Scissors,A_win
56,8,371,x,p,Scissors,Paper,A_win
56,9,372,p,x,Paper,Scissors,B_win
56,10,373,x,x,Scissors,Scissors,Tie
56,11,374,s,s,Rock,Rock,Tie
56,12,375,x,p,Scissors,Paper,A_win
57,1,376,x,s,Scissors,Rock,B_win
57,2,377,s,p,Rock,Paper,B_win
57,3,378,p,p,Paper,Paper,Tie
57,4,379,x,x,Scissors,Scissors,Tie
57,5,380,s,p,Rock,Paper,B_win
58,1,381,s,s,Rock,Rock,Tie
58,2,382,s,s,Rock,Rock,Tie
58,3,383,s,s,Rock,Rock,Tie
58,4,384,s,x,Rock,Scissors,A_win
58,5,385,p,x,Paper,Scissors,B_win
58,6,386,p,x,Paper,Scissors,B_win
58,7,387,s,p,Rock,Paper,B_win
59,1,388,x,x,Scissors,Scissors,Tie
59,2,389,s,p,Rock,Paper,B_win
59,3,390,x,s,Scissors,Rock,B_win
59,4,391,x,x,Scissors,Scissors,Tie
59,5,392,p,s,Paper,Rock,A_win
59,6,393,x,p,Scissors,Paper,A_win
59,7,394,p,s,Paper,Rock,A_win
60,1,395,s,x,Rock,Scissors,A_win
60,2,396,x,x,Scissors,Scissors,Tie
60,3,397,s,x,Rock,Scissors,A_win
60,4,398,p,p,Paper,Paper,Tie
60,5,399,s,p,Rock,Paper,B_win
60,6,400,s,x,Rock,Scissors,A_win
61,1,401,s,x,Rock,Scissors,A_win
61,2,402,s,x,Rock,Scissors,A_win
61,3,403,x,p,Scissors,Paper,A_win
62,1,404,s,p,Rock,Paper,B_win
62,2,405,x,x,Scissors,Scissors,Tie
62,3,406,p,s,Paper,Rock,A_win
62,4,407,s,p,Rock,Paper,B_win
62,5,408,x,s,Scissors,Rock,B_win
63,1,409,s,p,Rock,Paper,B_win
63,2,410,x,x,Scissors,Scissors,Tie
63,3,411,s,p,Rock,Paper,B_win
63,4,412,x,x,Scissors,Scissors,Tie
63,5,413,s,x,Rock,Scissors,A_win
63,6,414,p,s,Paper,Rock,A_win
63,7,415,x,s,Scissors,Rock,B_win
64,1,416,x,s,Scissors,Rock,B_win
64,2,417,p,s,Paper,Rock,A_win
64,3,418,x,s,Scissors,Rock,B_win
64,4,419,x,p,Scissors,Paper,A_win
64,5,420,p,s,Paper,Rock,A_win
65,1,421,p,x,Paper,Scissors,B_win
65,2,422,x,s,Scissors,Rock,B_win
65,3,423,p,s,Paper,Rock,A_win
65,4,424,p,s,Paper,Rock,A_win
65,5,425,s,s,Rock,Rock,Tie
65,6,426,x,s,Scissors,Rock,B_win
66,1,427,s,x,Rock,Scissors,A_win
66,2,428,s,p,Rock,Paper,B_win
66,3,429,s,p,Rock,Paper,B_win
66,4,430,x,x,Scissors,Scissors,Tie
66,5,431,s,s,Rock,Rock,Tie
66,6,432,s,p,Rock,Paper,B_win
67,1,433,x,x,Scissors,Scissors,Tie
67,2,434,s,p,Rock,Paper,B_win
67,3,435,x,x,Scissors,Scissors,Tie
67,4,436,x,s,Scissors,Rock,B_win
67,5,437,p,s,Paper,Rock,A_win
68,1,438,x,s,Scissors,Rock,B_win
68,2,439,s,p,Rock,Paper,B_win
68,3,440,x,x,Scissors,Scissors,Tie
68,4,441,p,p,Paper,Paper,Tie
68,5,442,x,s,Scissors,Rock,B_win
69,1,443,x,p,Scissors,Paper,A_win
69,2,444,p,s,Paper,Rock,A_win
69,3,445,x,x,Scissors,Scissors,Tie
69,4,446,p,x,Paper,Scissors,B_win
69,5,447,x,p,Scissors,Paper,A_win
69,6,448,p,s,Paper,Rock,A_win
70,1,449,s,p,Rock,Paper,B_win
70,2,450,x,p,Scissors,Paper,A_win
70,3,451,x,p,Scissors,Paper,A_win
70,4,452,s,s,Rock,Rock,Tie
70,5,453,s,s,Rock,Rock,Tie
70,6,454,p,p,Paper,Paper,Tie
70,7,455,x,p,Scissors,Paper,A_win
71,1,456,s,s,Rock,Rock,Tie
71,2,457,x,x,Scissors,Scissors,Tie
71,3,458,s,s,Rock,Rock,Tie
71,4,459,x,p,Scissors,Paper,A_win
71,5,460,p,x,Paper,Scissors,B_win
71,6,461,x,s,Scissors,Rock,B_win
71,7,462,p,s,Paper,Rock,A_win
71,8,463,p,s,Paper,Rock,A_win
72,1,464,p,p,Paper,Paper,Tie
72,2,465,p,p,Paper,Paper,Tie
72,3,466,p,x,Paper,Scissors,B_win
72,4,467,s,x,Rock,Scissors,A_win
72,5,468,x,x,Scissors,Scissors,Tie
72,6,469,s,p,Rock,Paper,B_win
73,1,470,s,x,Rock,Scissors,A_win
73,2,471,x,s,Scissors,Rock,B_win
73,3,472,p,p,Paper,Paper,Tie
73,4,473,x,x,Scissors,Scissors,Tie
73,5,474,p,s,Paper,Rock,A_win
73,6,475,x,x,Scissors,Scissors,Tie
73,7,476,p,s,Paper,Rock,A_win
74,1,477,p,p,Paper,Paper,Tie
74,2,478,p,x,Paper,Scissors,B_win
74,3,479,s,s,Rock,Rock,Tie
74,4,480,s,p,Rock,Paper,B_win
74,5,481,p,x,Paper,Scissors,B_win
75,1,482,s,p,Rock,Paper,B_win
75,2,483,x,p,Scissors,Paper,A_win
75,3,484,s,p,Rock,Paper,B_win
75,4,485,p,p,Paper,Paper,Tie
75,5,486,x,s,Scissors,Rock,B_win
76,1,487,x,x,Scissors,Scissors,Tie
76,2,488,p,p,Paper,Paper,Tie
76,3,489,x,p,Scissors,Paper,A_win
76,4,490,s,x,Rock,Scissors,A_win
76,5,491,x,s,Scissors,Rock,B_win
77,1,492,x,p,Scissors,Paper,A_win
77,2,493,p,p,Paper,Paper,Tie
77,3,494,s,p,Rock,Paper,B_win
77,4,495,x,s,Scissors,Rock,B_win
77,5,496,p,x,Paper,Scissors,B_win
78,1,497,x,x,Scissors,Scissors,Tie
78,2,498,p,s,Paper,Rock,A_win
78,3,499,x,p,Scissors,Paper,A_win
78,4,500,s,x,Rock,Scissors,A_win
79,1,501,x,s,Scissors,Rock,B_win
79,2,502,x,x,Scissors,Scissors,Tie
79,3,503,x,p,Scissors,Paper,A_win
79,4,504,s,x,Rock,Scissors,A_win
79,5,505,p,p,Paper,Paper,Tie
79,6,506,p,s,Paper,Rock,A_win
80,1,507,s,x,Rock,Scissors,A_win
80,2,508,x,p,Scissors,Paper,A_win
80,3,509,s,s,Rock,Rock,Tie
80,4,510,p,x,Paper,Scissors,B_win
80,5,511,s,x,Rock,Scissors,A_win
81,1,512,p,x,Paper,Scissors,B_win
81,2,513,s,s,Rock,Rock,Tie
81,3,514,x,p,Scissors,Paper,A_win
81,4,515,p,p,Paper,Paper,Tie
81,5,516,x,x,Scissors,Scissors,Tie
81,6,517,p,s,Paper,Rock,A_win
81,7,518,s,x,Rock,Scissors,A_win
82,1,519,x,p,Scissors,Paper,A_win
82,2,520,s,x,Rock,Scissors,A_win
82,3,521,p,s,Paper,Rock,A_win
83,1,522,p,s,Paper,Rock,A_win
83,2,523,x,x,Scissors,Scissors,Tie
83,3,524,p,s,Paper,Rock,A_win
83,4,525,s,p,Rock,Paper,B_win
83,5,526,p,s,Paper,Rock,A_win
84,1,527,s,s,Rock,Rock,Tie
84,2,528,p,s,Paper,Rock,A_win
84,3,529,s,p,Rock,Paper,B_win
84,4,530,x,x,Scissors,Scissors,Tie
84,5,531,p,s,Paper,Rock,A_win
84,6,532,p,s,Paper,Rock,A_win
85,1,533,s,s,Rock,Rock,Tie
85,2,534,x,x,Scissors,Scissors,Tie
85,3,535,p,p,Paper,Paper,Tie
85,4,536,s,s,Rock,Rock,Tie
85,5,537,s,s,Rock,Rock,Tie
85,6,538,x,x,Scissors,Scissors,Tie
85,7,539,p,p,Paper,Paper,Tie
85,8,540,x,p,Scissors,Paper,A_win
85,9,541,s,x,Rock,Scissors,A_win
85,10,542,s,p,Rock,Paper,B_win
85,11,543,s,x,Rock,Scissors,A_win
85,12,544,s,x,Rock,Scissors,A_win
86,1,545,s,x,Rock,Scissors,A_win
86,2,546,s,p,Rock,Paper,B_win
86,3,547,p,x,Paper,Scissors,B_win
86,4,548,s,p,Rock,Paper,B_win
87,1,549,s,s,Rock,Rock,Tie
87,2,550,p,s,Paper,Rock,A_win
87,3,551,x,x,Scissors,Scissors,Tie
87,4,552,s,s,Rock,Rock,Tie
87,5,553,s,x,Rock,Scissors,A_win
87,6,554,x,s,Scissors,Rock,B_win
87,7,555,p,x,Paper,Scissors,B_win
88,1,556,x,s,Scissors,Rock,B_win
88,2,557,p,x,Paper,Scissors,B_win
88,3,558,x,s,Scissors,Rock,B_win
89,1,559,x,x,Scissors,Scissors,Tie
89,2,560,p,s,Paper,Rock,A_win
89,3,561,x,p,Scissors,Paper,A_win
89,4,562,p,s,Paper,Rock,A_win
90,1,563,x,x,Scissors,Scissors,Tie
90,2,564,p,s,Paper,Rock,A_win
90,3,565,x,s,Scissors,Rock,B_win
90,4,566,p,s,Paper,Rock,A_win
90,5,567,x,p,Scissors,Paper,A_win
90,6,568,p,s,Paper,Rock,A_win
91,1,569,x,x,Scissors,Scissors,Tie
91,2,570,s,s,Rock,Rock,Tie
91,3,571,s,p,Rock,Paper,B_win
91,4,572,x,x,Scissors,Scissors,Tie
91,5,573,p,p,Paper,Paper,Tie
91,6,574,p,x,Paper,Scissors,B_win
91,7,575,s,p,Rock,Paper,B_win
92,1,576,p,s,Paper,Rock,A_win
92,2,577,p,p,Paper,Paper,Tie
92,3,578,x,s,Scissors,Rock,B_win
92,4,579,x,p,Scissors,Paper,A_win
92,5,580,p,p,Paper,Paper,Tie
92,6,581,s,p,Rock,Paper,B_win
92,7,582,p,s,Paper,Rock,A_win
93,1,583,x,s,Scissors,Rock,B_win
93,2,584,p,s,Paper,Rock,A_win
93,3,585,p,x,Paper,Scissors,B_win
93,4,586,p,x,Paper,Scissors,B_win
94,1,587,p,s,Paper,Rock,A_win
94,2,588,x,x,Scissors,Scissors,Tie
94,3,589,s,p,Rock,Paper,B_win
94,4,590,x,x,Scissors,Scissors,Tie
94,5,591,s,x,Rock,Scissors,A_win
94,6,592,x,p,Scissors,Paper,A_win
95,1,593,x,x,Scissors,Scissors,Tie
95,2,594,s,p,Rock,Paper,B_win
95,3,595,s,x,Rock,Scissors,A_win
95,4,596,x,x,Scissors,Scissors,Tie
95,5,597,x,s,Scissors,Rock,B_win
95,6,598,p,p,Paper,Paper,Tie
95,7,599,s,x,Rock,Scissors,A_win
95,8,600,s,p,Rock,Paper,B_win
96,1,601,p,s,Paper,Rock,A_win
96,2,602,x,x,Scissors,Scissors,Tie
96,3,603,x,x,Scissors,Scissors,Tie
96,4,604,s,s,Rock,Rock,Tie
96,5,605,x,p,Scissors,Paper,A_win
96,6,606,p,p,Paper,Paper,Tie
96,7,607,s,x,Rock,Scissors,A_win
97,1,608,x,s,Scissors,Rock,B_win
97,2,609,p,s,Paper,Rock,A_win
97,3,610,x,x,Scissors,Scissors,Tie
97,4,611,s,s,Rock,Rock,Tie
97,5,612,p,p,Paper,Paper,Tie
97,6,613,x,x,Scissors,Scissors,Tie
97,7,614,p,s,Paper,Rock,A_win
97,8,615,x,p,Scissors,Paper,A_win
98,1,616,s,x,Rock,Scissors,A_win
98,2,617,s,p,Rock,Paper,B_win
98,3,618,s,x,Rock,Scissors,A_win
98,4,619,s,p,Rock,Paper,B_win
98,5,620,p,x,Paper,Scissors,B_win
99,1,621,x,s,Scissors,Rock,B_win
99,2,622,x,p,Scissors,Paper,A_win
99,3,623,p,s,Paper,Rock,A_win
99,4,624,x,s,Scissors,Rock,B_win
99,5,625,p,x,Paper,Scissors,B_win
100,1,626,x,x,Scissors,Scissors,Tie
100,2,627,p,p,Paper,Paper,Tie
100,3,628,x,x,Scissors,Scissors,Tie
100,4,629,s,p,Rock,Paper,B_win
100,5,630,p,s,Paper,Rock,A_win
100,6,631,x,x,Scissors,Scissors,Tie
100,7,632,p,p,Paper,Paper,Tie
100,8,633,x,x,Scissors,Scissors,Tie
100,9,634,p,p,Paper,Paper,Tie
100,10,635,x,s,Scissors,Rock,B_win
100,11,636,p,p,Paper,Paper,Tie
100,12,637,s,x,Rock,Scissors,A_win
100,13,638,p,p,Paper,Paper,Tie
100,14,639,x,x,Scissors,Scissors,Tie
100,15,640,s,x,Rock,Scissors,A_win
101,1,641,s,x,Rock,Scissors,A_win
101,2,642,x,p,Scissors,Paper,A_win
101,3,643,x,s,Scissors,Rock,B_win
101,4,644,p,s,Paper,Rock,A_win
102,1,645,s,x,Rock,Scissors,A_win
102,2,646,x,p,Scissors,Paper,A_win
102,3,647,s,s,Rock,Rock,Tie
102,4,648,x,x,Scissors,Scissors,Tie
102,5,649,s,p,Rock,Paper,B_win
102,6,650,s,x,Rock,Scissors,A_win
103,1,651,p,x,Paper,Scissors,B_win
103,2,652,p,p,Paper,Paper,Tie
103,3,653,x,s,Scissors,Rock,B_win
103,4,654,s,x,Rock,Scissors,A_win
103,5,655,p,p,Paper,Paper,Tie
103,6,656,x,x,Scissors,Scissors,Tie
103,7,657,x,s,Scissors,Rock,B_win
104,1,658,p,x,Paper,Scissors,B_win
104,2,659,x,s,Scissors,Rock,B_win
104,3,660,p,x,Paper,Scissors,B_win
105,1,661,x,x,Scissors,Scissors,Tie
105,2,662,s,s,Rock,Rock,Tie
105,3,663,p,x,Paper,Scissors,B_win
105,4,664,x,s,Scissors,Rock,B_win
105,5,665,p,p,Paper,Paper,Tie
105,6,666,x,s,Scissors,Rock,B_win
106,1,667,p,p,Paper,Paper,Tie
106,2,668,x,s,Scissors,Rock,B_win
106,3,669,x,s,Scissors,Rock,B_win
106,4,670,p,s,Paper,Rock,A_win
106,5,671,p,p,Paper,Paper,Tie
106,6,672,p,s,Paper,Rock,A_win
106,7,673,p,s,Paper,Rock,A_win
107,1,674,x,p,Scissors,Paper,A_win
107,2,675,p,x,Paper,Scissors,B_win
107,3,676,s,x,Rock,Scissors,A_win
107,4,677,x,p,Scissors,Paper,A_win
108,1,678,x,x,Scissors,Scissors,Tie
108,2,679,x,s,Scissors,Rock,B_win
108,3,680,p,p,Paper,Paper,Tie
108,4,681,p,p,Paper,Paper,Tie
108,5,682,s,p,Rock,Paper,B_win
108,6,683,x,x,Scissors,Scissors,Tie
108,7,684,s,s,Rock,Rock,Tie
108,8,685,p,s,Paper,Rock,A_win
108,9,686,p,x,Paper,Scissors,B_win
109,1,687,x,x,Scissors,Scissors,Tie
109,2,688,x,s,Scissors,Rock,B_win
109,3,689,x,p,Scissors,Paper,A_win
109,4,690,x,x,Scissors,Scissors,Tie
109,5,691,s,s,Rock,Rock,Tie
109,6,692,x,s,Scissors,Rock,B_win
109,7,693,x,x,Scissors,Scissors,Tie
109,8,694,s,p,Rock,Paper,B_win
109,9,695,x,x,Scissors,Scissors,Tie
109,10,696,x,s,Scissors,Rock,B_win
110,1,697,p,p,Paper,Paper,Tie
110,2,698,p,p,Paper,Paper,Tie
110,3,699,s,s,Rock,Rock,Tie
110,4,700,x,p,Scissors,Paper,A_win
110,5,701,p,s,Paper,Rock,A_win
110,6,702,p,s,Paper,Rock,A_win
111,1,703,x,s,Scissors,Rock,B_win
111,2,704,p,s,Paper,Rock,A_win
111,3,705,x,x,Scissors,Scissors,Tie
111,4,706,p,x,Paper,Scissors,B_win
111,5,707,x,s,Scissors,Rock,B_win
111,6,708,p,s,Paper,Rock,A_win
111,7,709,x,s,Scissors,Rock,B_win
111,8,710,s,p,Rock,Paper,B_win
111,9,711,x,s,Scissors,Rock,B_win
112,1,712,p,p,Paper,Paper,Tie
112,2,713,p,p,Paper,Paper,Tie
112,3,714,s,p,Rock,Paper,B_win
112,4,715,p,p,Paper,Paper,Tie
112,5,716,x,p,Scissors,Paper,A_win
112,6,717,x,x,Scissors,Scissors,Tie
112,7,718,p,x,Paper,Scissors,B_win
112,8,719,x,x,Scissors,Scissors,Tie
112,9,720,p,p,Paper,Paper,Tie
112,10,721,p,x,Paper,Scissors,B_win
113,1,722,x,x,Scissors,Scissors,Tie
113,2,723,s,s,Rock,Rock,Tie
113,3,724,p,x,Paper,Scissors,B_win
113,4,725,p,s,Paper,Rock,A_win
113,5,726,x,x,Scissors,Scissors,Tie
113,6,727,s,s,Rock,Rock,Tie
113,7,728,p,x,Paper,Scissors,B_win
113,8,729,x,x,Scissors,Scissors,Tie
113,9,730,p,p,Paper,Paper,Tie
113,10,731,s,x,Rock,Scissors,A_win
114,1,732,p,x,Paper,Scissors,B_win
114,2,733,p,p,Paper,Paper,Tie
114,3,734,s,p,Rock,Paper,B_win
115,1,735,p,x,Paper,Scissors,B_win
115,2,736,s,s,Rock,Rock,Tie
115,3,737,x,x,Scissors,Scissors,Tie
115,4,738,p,p,Paper,Paper,Tie
115,5,739,x,s,Scissors,Rock,B_win
115,6,740,p,x,Paper,Scissors,B_win
116,1,741,p,x,Paper,Scissors,B_win
116,2,742,p,s,Paper,Rock,A_win
116,3,743,x,x,Scissors,Scissors,Tie
116,4,744,p,s,Paper,Rock,A_win
116,5,745,x,x,Scissors,Scissors,Tie
116,6,746,p,p,Paper,Paper,Tie
116,7,747,x,s,Scissors,Rock,B_win
116,8,748,p,x,Paper,Scissors,B_win
117,1,749,x,x,Scissors,Scissors,Tie
117,2,750,s,p,Rock,Paper,B_win
117,3,751,x,x,Scissors,Scissors,Tie
117,4,752,x,p,Scissors,Paper,A_win
117,5,753,s,s,Rock,Rock,Tie
117,6,754,p,s,Paper,Rock,A_win
117,7,755,x,p,Scissors,Paper,A_win
118,1,756,x,x,Scissors,Scissors,Tie
118,2,757,s,s,Rock,Rock,Tie
118,3,758,p,p,Paper,Paper,Tie
118,4,759,x,x,Scissors,Scissors,Tie
118,5,760,s,x,Rock,Scissors,A_win
118,6,761,p,p,Paper,Paper,Tie
118,7,762,x,x,Scissors,Scissors,Tie
118,8,763,s,p,Rock,Paper,B_win
118,9,764,x,x,Scissors,Scissors,Tie
118,10,765,p,p,Paper,Paper,Tie
118,11,766,x,x,Scissors,Scissors,Tie
118,12,767,p,s,Paper,Rock,A_win
118,13,768,x,x,Scissors,Scissors,Tie
118,14,769,p,x,Paper,Scissors,B_win
118,15,770,s,s,Rock,Rock,Tie
118,16,771,p,p,Paper,Paper,Tie
118,17,772,x,x,Scissors,Scissors,Tie
118,18,773,x,p,Scissors,Paper,A_win
119,1,774,x,x,Scissors,Scissors,Tie
